evidence_state_id,packet_id,subset_rank,condition_name,condition_order,evidence_state_text,degradation_profile
P05_CFPB_ES_054_03_partial_dropout,P05_CFPB_PKT_024533,54,partial_dropout,3,Evidence packet partial_dropout: product_family=Credit card; sub_product_bucket=__DROPPED__; issue_category=Problem with a purchase shown on your statement; sub_issue_category=__DROPPED__; submitted_via=__DROPPED__; received_month=2026-01; consumer_tag_presence=present; state_presence=__DROPPED__; narrative_available=present; narrative_length_bucket=__DROPPED__.,structured_field_dropout_without_target
P05_CFPB_ES_054_04_noisy_conflicting,P05_CFPB_PKT_024533,54,noisy_conflicting,4,Evidence packet noisy_conflicting: product_family=Credit card; alternative_product_signal=Prepaid card; sub_product_bucket=General-purpose credit card or charge card; issue_category=Problem with a purchase shown on your statement; sub_issue_category=Credit card company isn't resolving a dispute about a purchase on your statement; submitted_via=Web; alternative_submission_signal=Referral; received_month=2026-01; consumer_tag_presence=present; state_presence=present; narrative_available=present; narrative_length_bucket=250-999; evidence_quality_warning=simulated_non_outcome_conflict.,simulated_non_outcome_conflicting_signals
P05_CFPB_ES_055_01_clean,P05_CFPB_PKT_026248,55,clean,1,Evidence packet: product_family=Prepaid card; sub_product_bucket=General-purpose prepaid card; issue_category=Problem with a purchase or transfer; sub_issue_category=Card company isn't resolving a dispute about a purchase or transfer; submitted_via=Web; received_month=2026-03; narrative_available=present; narrative_length_bucket=1000-2999; consumer_tag_presence=present; state_presence=present.,original_sanitized_packet_text
P05_CFPB_ES_055_02_compressed,P05_CFPB_PKT_026248,55,compressed,2,Evidence packet compressed: product_family=Prepaid card; issue_category=Problem with a purchase or transfer; received_month=2026-03; narrative_available=present.,category_compression_and_detail_reduction
P05_CFPB_ES_055_03_partial_dropout,P05_CFPB_PKT_026248,55,partial_dropout,3,Evidence packet partial_dropout: product_family=Prepaid card; sub_product_bucket=__DROPPED__; issue_category=Problem with a purchase or transfer; sub_issue_category=__DROPPED__; submitted_via=__DROPPED__; received_month=2026-03; consumer_tag_presence=present; state_presence=__DROPPED__; narrative_available=present; narrative_length_bucket=__DROPPED__.,structured_field_dropout_without_target
P05_CFPB_ES_055_04_noisy_conflicting,P05_CFPB_PKT_026248,55,noisy_conflicting,4,Evidence packet noisy_conflicting: product_family=Prepaid card; alternative_product_signal=Credit card; sub_product_bucket=General-purpose prepaid card; issue_category=Problem with a purchase or transfer; sub_issue_category=Card company isn't resolving a dispute about a purchase or transfer; submitted_via=Web; alternative_submission_signal=Referral; received_month=2026-03; consumer_tag_presence=present; state_presence=present; narrative_available=present; narrative_length_bucket=1000-2999; evidence_quality_warning=simulated_non_outcome_conflict.,simulated_non_outcome_conflicting_signals
P05_CFPB_ES_056_01_clean,P05_CFPB_PKT_025407,56,clean,1,Evidence packet: product_family=Prepaid card; sub_product_bucket=General-purpose prepaid card; issue_category=Problem with a purchase or transfer; sub_issue_category=Charged for a purchase or transfer you did not make with the card; submitted_via=Postal mail; received_month=2026-03; narrative_available=absent; narrative_length_bucket=missing; consumer_tag_presence=present; state_presence=present.,original_sanitized_packet_text
P05_CFPB_ES_056_02_compressed,P05_CFPB_PKT_025407,56,compressed,2,Evidence packet compressed: product_family=Prepaid card; issue_category=Problem with a purchase or transfer; received_month=2026-03; narrative_available=absent.,category_compression_and_detail_reduction
P05_CFPB_ES_056_03_partial_dropout,P05_CFPB_PKT_025407,56,partial_dropout,3,Evidence packet partial_dropout: product_family=Prepaid card; sub_product_bucket=__DROPPED__; issue_category=Problem with a purchase or transfer; sub_issue_category=__DROPPED__; submitted_via=__DROPPED__; received_month=2026-03; consumer_tag_presence=present; state_presence=__DROPPED__; narrative_available=absent; narrative_length_bucket=__DROPPED__.,structured_field_dropout_without_target
P05_CFPB_ES_056_04_noisy_conflicting,P05_CFPB_PKT_025407,56,noisy_conflicting,4,Evidence packet noisy_conflicting: product_family=Prepaid card; alternative_product_signal=Credit card; sub_product_bucket=General-purpose prepaid card; issue_category=Problem with a purchase or transfer; sub_issue_category=Charged for a purchase or transfer you did not make with the card; submitted_via=Postal mail; alternative_submission_signal=Web; received_month=2026-03; consumer_tag_presence=present; state_presence=present; narrative_available=absent; narrative_length_bucket=missing; evidence_quality_warning=simulated_non_outcome_conflict.,simulated_non_outcome_conflicting_signals
P05_CFPB_ES_057_01_clean,P05_CFPB_PKT_026665,57,clean,1,Evidence packet: product_family=Credit card; sub_product_bucket=General-purpose credit card or charge card; issue_category=Problem with a purchase shown on your statement; sub_issue_category=Credit card company isn't resolving a dispute about a purchase on your statement; submitted_via=Web; received_month=2026-03; narrative_available=absent; narrative_length_bucket=missing; consumer_tag_presence=present; state_presence=present.,original_sanitized_packet_text
P05_CFPB_ES_057_02_compressed,P05_CFPB_PKT_026665,57,compressed,2,Evidence packet compressed: product_family=Credit card; issue_category=Problem with a purchase shown on your statement; received_month=2026-03; narrative_available=absent.,category_compression_and_detail_reduction
P05_CFPB_ES_057_03_partial_dropout,P05_CFPB_PKT_026665,57,partial_dropout,3,Evidence packet partial_dropout: product_family=Credit card; sub_product_bucket=__DROPPED__; issue_category=Problem with a purchase shown on your statement; sub_issue_category=__DROPPED__; submitted_via=__DROPPED__; received_month=2026-03; consumer_tag_presence=present; state_presence=__DROPPED__; narrative_available=absent; narrative_length_bucket=__DROPPED__.,structured_field_dropout_without_target
P05_CFPB_ES_057_04_noisy_conflicting,P05_CFPB_PKT_026665,57,noisy_conflicting,4,Evidence packet noisy_conflicting: product_family=Credit card; alternative_product_signal=Prepaid card; sub_product_bucket=General-purpose credit card or charge card; issue_category=Problem with a purchase shown on your statement; sub_issue_category=Credit card company isn't resolving a dispute about a purchase on your statement; submitted_via=Web; alternative_submission_signal=Referral; received_month=2026-03; consumer_tag_presence=present; state_presence=present; narrative_available=absent; narrative_length_bucket=missing; evidence_quality_warning=simulated_non_outcome_conflict.,simulated_non_outcome_conflicting_signals
P05_CFPB_ES_058_01_clean,P05_CFPB_PKT_025837,58,clean,1,"Evidence packet: product_family=Credit card; sub_product_bucket=Store credit card; issue_category=Other features, terms, or problems; sub_issue_category=Other problem; submitted_via=Web; received_month=2026-03; narrative_available=absent; narrative_length_bucket=missing; consumer_tag_presence=present; state_presence=present.",original_sanitized_packet_text
P05_CFPB_ES_058_02_compressed,P05_CFPB_PKT_025837,58,compressed,2,"Evidence packet compressed: product_family=Credit card; issue_category=Other features, terms, or problems; received_month=2026-03; narrative_available=absent.",category_compression_and_detail_reduction
P05_CFPB_ES_058_03_partial_dropout,P05_CFPB_PKT_025837,58,partial_dropout,3,"Evidence packet partial_dropout: product_family=Credit card; sub_product_bucket=__DROPPED__; issue_category=Other features, terms, or problems; sub_issue_category=__DROPPED__; submitted_via=__DROPPED__; received_month=2026-03; consumer_tag_presence=present; state_presence=__DROPPED__; narrative_available=absent; narrative_length_bucket=__DROPPED__.",structured_field_dropout_without_target
P05_CFPB_ES_058_04_noisy_conflicting,P05_CFPB_PKT_025837,58,noisy_conflicting,4,"Evidence packet noisy_conflicting: product_family=Credit card; alternative_product_signal=Prepaid card; sub_product_bucket=Store credit card; issue_category=Other features, terms, or problems; sub_issue_category=Other problem; submitted_via=Web; alternative_submission_signal=Referral; received_month=2026-03; consumer_tag_presence=present; state_presence=present; narrative_available=absent; narrative_length_bucket=missing; evidence_quality_warning=simulated_non_outcome_conflict.",simulated_non_outcome_conflicting_signals
P05_CFPB_ES_059_01_clean,P05_CFPB_PKT_026722,59,clean,1,Evidence packet: product_family=Credit card; sub_product_bucket=General-purpose credit card or charge card; issue_category=Fees or interest; sub_issue_category=Charged too much interest; submitted_via=Referral; received_month=2026-02; narrative_available=absent; narrative_length_bucket=missing; consumer_tag_presence=present; state_presence=present.,original_sanitized_packet_text
P05_CFPB_ES_059_02_compressed,P05_CFPB_PKT_026722,59,compressed,2,Evidence packet compressed: product_family=Credit card; issue_category=Fees or interest; received_month=2026-02; narrative_available=absent.,category_compression_and_detail_reduction
P05_CFPB_ES_059_03_partial_dropout,P05_CFPB_PKT_026722,59,partial_dropout,3,Evidence packet partial_dropout: product_family=Credit card; sub_product_bucket=__DROPPED__; issue_category=Fees or interest; sub_issue_category=__DROPPED__; submitted_via=__DROPPED__; received_month=2026-02; consumer_tag_presence=present; state_presence=__DROPPED__; narrative_available=absent; narrative_length_bucket=__DROPPED__.,structured_field_dropout_without_target
P05_CFPB_ES_059_04_noisy_conflicting,P05_CFPB_PKT_026722,59,noisy_conflicting,4,Evidence packet noisy_conflicting: product_family=Credit card; alternative_product_signal=Prepaid card; sub_product_bucket=General-purpose credit card or charge card; issue_category=Fees or interest; sub_issue_category=Charged too much interest; submitted_via=Referral; alternative_submission_signal=Web; received_month=2026-02; consumer_tag_presence=present; state_presence=present; narrative_available=absent; narrative_length_bucket=missing; evidence_quality_warning=simulated_non_outcome_conflict.,simulated_non_outcome_conflicting_signals
P05_CFPB_ES_060_01_clean,P05_CFPB_PKT_025929,60,clean,1,Evidence packet: product_family=Credit card; sub_product_bucket=General-purpose credit card or charge card; issue_category=Problem with a purchase shown on your statement; sub_issue_category=Credit card company isn't resolving a dispute about a purchase on your statement; submitted_via=Web; received_month=2026-03; narrative_available=absent; narrative_length_bucket=missing; consumer_tag_presence=present; state_presence=present.,original_sanitized_packet_text
P05_CFPB_ES_060_02_compressed,P05_CFPB_PKT_025929,60,compressed,2,Evidence packet compressed: product_family=Credit card; issue_category=Problem with a purchase shown on your statement; received_month=2026-03; narrative_available=absent.,category_compression_and_detail_reduction
P05_CFPB_ES_060_03_partial_dropout,P05_CFPB_PKT_025929,60,partial_dropout,3,Evidence packet partial_dropout: product_family=Credit card; sub_product_bucket=__DROPPED__; issue_category=Problem with a purchase shown on your statement; sub_issue_category=__DROPPED__; submitted_via=__DROPPED__; received_month=2026-03; consumer_tag_presence=present; state_presence=__DROPPED__; narrative_available=absent; narrative_length_bucket=__DROPPED__.,structured_field_dropout_without_target
P05_CFPB_ES_060_04_noisy_conflicting,P05_CFPB_PKT_025929,60,noisy_conflicting,4,Evidence packet noisy_conflicting: product_family=Credit card; alternative_product_signal=Prepaid card; sub_product_bucket=General-purpose credit card or charge card; issue_category=Problem with a purchase shown on your statement; sub_issue_category=Credit card company isn't resolving a dispute about a purchase on your statement; submitted_via=Web; alternative_submission_signal=Referral; received_month=2026-03; consumer_tag_presence=present; state_presence=present; narrative_available=absent; narrative_length_bucket=missing; evidence_quality_warning=simulated_non_outcome_conflict.,simulated_non_outcome_conflicting_signals
